0.000	0	291
178.522	0.2	281
362.621	0.3	271
540.517	0.5	262
712.763	0.7	253
879.684	0.8	245
1041.579	1	237
1198.717	1.1	230
1351.340	1.3	223
1499.734	1.4	217
1644.058	1.6	211
1784.563	1.7	205
1921.423	1.9	200
2054.809	2	195
2184.885	2.2	190
2311.806	2.3	185
2435.718	2.5	181
2556.758	2.6	177
2675.030	2.8	172
2790.679	2.9	169
2903.792	3.1	165
3014.485	3.2	161
3122.856	3.3	158
3228.994	3.5	155
3332.985	3.6	152
3434.910	3.8	149
3534.849	3.9	146
3632.876	4	143
3729.060	4.2	141
3823.460	4.3	138
3916.151	4.5	135
4007.178	4.6	133
4096.611	4.7	131
4184.495	4.9	128
4270.882	5	126
4355.824	5.1	124
4439.365	5.2	122
