0.000	0	87
55.332	0.1	86
116.792	0.2	84
177.344	0.3	83
237.096	0.4	82
296.125	0.5	81
354.399	0.6	80
411.932	0.7	79
468.773	0.7	78
524.931	0.8	77
580.418	0.9	76
635.240	1	75
689.411	1.1	74
742.955	1.2	73
795.885	1.3	72
848.212	1.4	71
899.949	1.5	71
951.109	1.6	70
1001.704	1.7	69
1051.745	1.7	68
1101.243	1.8	67
1150.203	1.9	67
1198.643	2	66
1246.574	2.1	65
1294.006	2.2	64
1340.949	2.3	64
1387.403	2.3	63
1433.387	2.4	62
1478.911	2.5	62
1523.977	2.6	61
1568.596	2.7	61
1612.782	2.8	60
1656.531	2.9	59
1699.863	3	59
1742.778	3	58
1785.287	3.1	58
1827.396	3.2	57
1869.112	3.3	57
1910.441	3.4	56
1951.394	3.5	56
1991.970	3.5	55
2032.184	3.6	55
2072.033	3.7	54
2111.530	3.8	54
2150.682	3.9	53
2189.487	4	53
2227.956	4	52
2266.095	4.1	52
2303.910	4.2	51
2341.400	4.3	51
2378.575	4.4	50
2415.441	4.5	50
2452.002	4.5	50
2488.262	4.6	49
2524.225	4.7	49
2559.896	4.8	48
2595.279	4.9	48
2630.380	4.9	48
2665.202	5	47
2699.750	5.1	47
2734.027	5.2	47
2768.038	5.3	46
2801.787	5.3	46
2835.277	5.4	45
2868.513	5.5	45
2901.497	5.6	45
2934.234	5.7	44
2966.725	5.7	44
2998.976	5.8	44
3030.990	5.9	44
3062.770	6	43
3094.320	6.1	43
3125.642	6.1	43
3156.738	6.2	42
3187.613	6.3	42
3218.271	6.4	42
3248.713	6.4	41
3278.941	6.5	41
3308.960	6.6	41
3338.773	6.7	41
3368.380	6.7	40
3397.785	6.8	40
3426.993	6.9	40
3456.002	7	40
3484.818	7.1	39
3513.442	7.1	39
3541.877	7.2	39
3570.126	7.3	39
3598.189	7.4	38
3626.071	7.4	38
3653.772	7.5	38
3681.297	7.6	38
3708.644	7.7	37
3735.819	7.7	37
3762.822	7.8	37
3789.656	7.9	37
3816.323	8	37
3842.823	8	36
3869.162	8.1	36
3895.338	8.2	36
3921.354	8.2	36
3947.214	8.3	36
3972.916	8.4	35
3998.465	8.5	35
4023.862	8.5	35
4049.107	8.6	35
4074.203	8.7	35
4099.153	8.8	34
4123.957	8.8	34
4148.616	8.9	34
4173.133	9	34
4197.509	9	34
4221.746	9.1	33
4245.845	9.2	33
4269.807	9.3	33
4293.635	9.3	33
4317.329	9.4	33
4340.891	9.5	33
4364.322	9.5	32
4387.625	9.6	32
4410.799	9.7	32
4433.847	9.8	32
4456.769	9.8	32
4479.567	9.9	32
