0.000	0	0
22.046	0.1	0
48.376	0.1	0
74.569	0.2	0
100.627	0.2	0
126.551	0.3	0
152.343	0.4	0
178.004	0.4	0
203.535	0.5	0
228.931	0.6	0
254.196	0.6	0
279.337	0.7	0
304.355	0.7	0
329.251	0.8	0
354.025	0.9	0
378.679	0.9	0
403.214	1	0
427.629	1	0
451.927	1.1	0
476.108	1.2	0
500.174	1.2	0
524.125	1.3	0
547.962	1.3	0
571.686	1.4	0
595.298	1.5	0
618.800	1.5	0
642.192	1.6	0
665.475	1.6	0
688.650	1.7	0
711.718	1.8	0
734.680	1.8	0
757.535	1.9	0
780.284	1.9	0
802.930	2	0
825.473	2	0
847.915	2.1	0
870.255	2.2	0
892.496	2.2	0
914.638	2.3	0
936.681	2.3	0
958.625	2.4	0
980.470	2.4	0
1002.219	2.5	0
1023.873	2.6	0
1045.433	2.6	0
1066.900	2.7	0
1088.272	2.7	0
1109.549	2.8	0
1130.735	2.9	0
1151.831	2.9	0
1172.837	3	0
1193.753	3	0
1214.576	3.1	0
1235.313	3.1	0
1255.963	3.2	0
1276.526	3.3	0
1297.000	3.3	0
1317.388	3.4	0
1337.693	3.4	0
1357.913	3.5	0
1378.047	3.5	0
1398.099	3.6	0
1418.069	3.7	0
1437.955	3.7	0
1457.759	3.8	0
1477.484	3.8	0
1497.127	3.9	0
1516.690	3.9	0
1536.175	4	0
1555.581	4.1	0
1574.907	4.1	0
1594.158	4.2	0
1613.331	4.2	0
1632.426	4.3	0
1651.448	4.3	0
1670.392	4.4	0
1689.261	4.5	0
1708.058	4.5	0
1726.778	4.6	0
1745.427	4.6	0
1764.002	4.7	0
1782.505	4.7	0
1800.937	4.8	0
1819.296	4.8	0
1837.586	4.9	0
1855.803	5	0
1873.952	5	0
1892.031	5.1	0
1910.041	5.1	0
1927.983	5.2	0
1945.856	5.2	0
1963.662	5.3	0
1981.400	5.3	0
1999.073	5.4	0
2016.677	5.5	0
2034.218	5.5	0
2051.691	5.6	0
2069.102	5.6	0
2086.445	5.7	0
2103.726	5.7	0
2120.942	5.8	0
2138.096	5.8	0
2155.185	5.9	0
2172.214	5.9	0
2189.179	6	0
2206.083	6.1	0
2222.925	6.1	0
2239.707	6.2	0
2256.428	6.2	0
2273.088	6.3	0
2289.690	6.3	0
2306.230	6.4	0
2322.713	6.4	0
2339.137	6.5	0
2355.501	6.5	0
2371.809	6.6	0
2388.058	6.7	0
2404.250	6.7	0
2420.386	6.8	0
2436.464	6.8	0
2452.486	6.9	0
