0.000	0	72
81.644	0.1	70
168.624	0.2	67
252.822	0.3	65
334.409	0.4	63
413.541	0.6	61
490.359	0.7	59
564.996	0.8	57
637.572	0.9	56
708.198	1	54
776.927	1.1	53
843.907	1.2	51
909.180	1.3	50
972.858	1.4	49
1034.990	1.5	48
1095.653	1.6	46
1154.916	1.7	45
1212.836	1.8	44
1269.470	1.9	43
1324.870	2	42
1379.088	2.1	42
1432.170	2.2	41
1484.164	2.3	40
1535.104	2.4	39
1585.033	2.5	38
1633.996	2.6	37
1682.015	2.7	37
1729.138	2.8	36
1775.384	2.9	35
1820.795	3	35
1865.388	3.1	34
1909.199	3.2	34
1952.253	3.2	33
1994.574	3.3	33
2036.181	3.4	32
2077.101	3.5	31
2117.355	3.6	31
2156.964	3.7	30
2195.947	3.8	30
2234.323	3.9	30
2272.109	4	29
2309.321	4.1	29
2345.978	4.1	28
2382.096	4.2	28
2417.691	4.3	27
2452.771	4.4	27
2487.357	4.5	27
2521.461	4.6	26
2555.092	4.7	26
2588.268	4.7	26
2620.995	4.8	25
2653.289	4.9	25
2685.159	5	25
2716.615	5.1	24
2747.671	5.2	24
2778.331	5.3	24
2808.609	5.3	24
2838.512	5.4	23
2868.051	5.5	23
2897.233	5.6	23
2926.065	5.7	22
2954.556	5.7	22
2982.715	5.8	22
3010.548	5.9	22
3038.063	6	22
3065.267	6.1	21
3092.167	6.1	21
3118.768	6.2	21
3145.078	6.3	21
3171.102	6.4	20
3196.846	6.5	20
3222.316	6.5	20
3247.519	6.6	20
3272.460	6.7	20
3297.141	6.8	19
3321.570	6.8	19
3345.753	6.9	19
3369.692	7	19
3393.394	7.1	19
3416.863	7.1	19
3440.102	7.2	18
3463.117	7.3	18
3485.911	7.4	18
3508.490	7.4	18
3530.854	7.5	18
3553.011	7.6	18
3574.963	7.7	17
3596.714	7.7	17
3618.268	7.8	17
3639.626	7.9	17
3660.794	8	17
3681.776	8	17
3702.571	8.1	17
3723.186	8.2	17
3743.624	8.3	16
3763.886	8.3	16
3783.976	8.4	16
3803.896	8.5	16
3823.649	8.5	16
3843.239	8.6	16
3862.667	8.7	16
3881.937	8.8	16
3901.050	8.8	15
3920.009	8.9	15
3938.817	9	15
3957.476	9	15
3975.988	9.1	15
3994.355	9.2	15
4012.580	9.2	15
4030.665	9.3	15
4048.611	9.4	15
4066.421	9.5	15
4084.097	9.5	14
4101.641	9.6	14
4119.055	9.7	14
4136.340	9.7	14
4153.499	9.8	14
4170.532	9.9	14
4187.443	9.9	14
4204.232	10	14
4220.902	10.1	14
4237.453	10.1	14
4253.888	10.2	14
4270.209	10.3	13
4286.416	10.3	13
4302.511	10.4	13
4318.497	10.5	13
4334.372	10.5	13
4350.141	10.6	13
4365.804	10.7	13
4381.362	10.7	13
4396.817	10.8	13
4412.169	10.9	13
4427.422	10.9	13
4442.574	11	13
4457.629	11.1	13
4472.587	11.1	13
4487.449	11.2	12
